Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
efterfølgende,efterfølgende,467,432,1024
tidspunkt,tidspunkt,459,433,1023
regering,regering,191,434,1022
bruge,brugt,112,435,1021
give,givet,85,436,1017
juni,juni,471,437,1017
fokus,fokus,473,438,1016
stige,stigende,185,439,1012
samle,samlet,245,440,1008
fyn,fyn,470,441,1006
rusland,ruslands,101,442,1005
russisk,russisk,121,443,1002
anholde,anholdt,446,444,1002
måned,måned,156,445,996
dansker,danskere,163,446,995
kræve,kræver,340,447,990
holde,holdt,119,448,986
finde,finder,82,449,986
sidde,sidder,230,450,983
burde,bør,324,451,982
vurdere,vurderer,303,452,980
skabe,skabe,247,453,978
aftale,aftale,259,454,978
høj,høj,149,455,978
høj,højere,149,456,977
tal,tal,336,457,972
bruge,bruger,112,458,970
ansætte,ansatte,321,459,967
sejr,sejr,290,460,965
begynde,begyndte,195,461,965
ske,sket,110,462,963
tredje,tredje,489,463,962
bo,bor,291,464,961
maj,maj,491,465,959
direkte,direkte,492,466,959
køre,kører,133,467,958
parti,partier,135,468,956
støtte,støtte,317,469,956
skyldes,skyldes,469,470,953
rest,resten,461,471,951
august,august,498,472,949
angreb,angreb,328,473,946
the,the,500,474,945
lang,lange,177,475,945
betale,betale,322,476,944
sige,sagt,27,477,944
alene,alene,504,478,944
særligt,særligt,511,479,933
tysk,tyske,440,480,932
selvfølgelig,selvfølgelig,509,481,932
din,din,307,482,930
grad,grad,277,483,928
begynde,begynder,195,484,927
ja,ja,520,485,925
knap,knap,512,486,923
ad,ad,524,487,917
medarbejder,medarbejdere,341,488,915
ofte,ofte,527,489,915
international,internationale,360,490,914
samarbejde,samarbejde,376,491,913
hen,hen,526,492,913
twitt,twitter,523,493,912
ende,ende,207,494,910
dengang,dengang,535,495,908
nummer,nummer,488,496,903
hus,hus,296,497,899
kommun,kommuner,486,498,897
tilfælde,tilfælde,388,499,896
leder,leder,385,500,894
familie,familie,226,501,893
ske,ske,110,502,893
findes,findes,543,503,891
familie,familien,226,504,890
lægge,lagt,208,505,890
by,by,152,506,889
fængsel,fængsel,433,507,889
lyde,lød,122,508,889
dansker,danskerne,163,509,887
kendt,kendt,437,510,885
gas,gas,546,511,882
grad,grader,277,512,882
virkelig,virkelig,503,513,881
september,september,548,514,879
møde,møder,146,515,877
eksempelvis,eksempelvis,552,516,877
tvivl,tvivl,536,517,876
oktober,oktober,553,518,876
del,dele,93,519,875
kæmpe,kæmpe,306,520,874
krig,krig,200,521,872
snart,snart,557,522,870
herunder,herunder,558,523,869
gammel,ældre,203,524,867
kritik,kritik,416,525,867
lade,lade,284,526,866
spiller,spillere,354,527,865
meter,meter,521,528,863
oplysning,oplysninger,496,529,862
situation,situation,279,530,861
ord,ord,407,531,861
parti,parti,135,532,860
ende,endte,207,533,857
flygtning,flygtninge,514,534,854
konservativ,konservative,531,535,852
se,ses,47,536,851
min,mit,155,537,849
europæisk,europæiske,447,538,849
lille,små,123,539,849
bil,bil,236,540,844
social,sociale,478,541,843
pris,prisen,217,542,842
universitet,universitet,494,543,841
understrege,understreger,454,544,841
fc,fc,566,545,837
politik,politik,463,546,835
soldat,soldater,465,547,834
lykkes,lykkedes,411,548,833
spil,spil,529,549,833
vise,vise,107,550,833
går,går,571,551,831
sigte,sigtet,438,552,831
alt,alt,574,553,828
køre,kørte,133,554,824
krav,krav,483,555,824
høj,høje,149,556,821
mindre,mindre,582,557,819
fortsætte,fortsætter,289,558,817
nødt,nødt,583,559,817
borgmester,borgmester,396,560,816
lukke,lukket,256,561,815
forvente,forventer,264,562,813
april,april,584,563,811
sæson,sæson,371,564,810
nord,nord,513,565,809
valg,valget,266,566,809
give,gav,85,567,805
kende,kender,398,568,804
folkeparti,folkeparti,481,569,803
situation,situationen,279,570,803
fejl,fejl,506,571,794
corona,corona,559,572,794
medlem,medlemmer,326,573,793
via,via,595,574,792
købe,købe,300,575,792
fransk,franske,516,576,791
grøn,grønne,346,577,787
sende,sende,175,578,785
hverken,hverken,598,579,785
periode,periode,384,580,781
fremgå,fremgår,542,581,777
