Morph-base,Morph-inflected
鬼火,鬼火
人魂,人魂
御子,御子
ベテラン,ベテラン
搾る,搾り
妖気,妖気
海馬,海馬
配給,配給
込み入る,込み入っ
オルゴール,オルゴール
伯父,伯父
女らしい,女らしい
卵焼き,卵焼き
頼る,頼ん
口説く,口説く
手法,手法
スティック,スティック
貧困,貧困
ドスン,ドスン
ガーネット,ガーネット
慰安,慰安
ビート,ビート
温泉郷,温泉郷
棟梁,棟梁
熱球,熱球
爆ぜる,爆ぜよ
満ちる,満ちよ
中る,中る
弦音,弦音
弓手,弓手
弓引く,弓引い
サリー,サリー
アップル,アップル
果樹,果樹
自負,自負
突く,突き
部族,部族
学ぶ,学ぼ
頭領,頭領
圏外,圏外
かばう,かばわ
いたずらに,いたずらに
てつ,てつ
刻む,刻み
眼光,眼光
泊める,泊める
弁護士,弁護士
直結,直結
ショッピング,ショッピング
調節,調節
昼寝,昼寝
安い,安
ギュッ,ギュッ
慣れる,慣れろ
渇く,渇く
つけ込む,つけ込ん
間違う,間違わ
延々,延々
寄りかかる,寄りかかっ
暴れる,暴れろ
併せる,併せ
トーン,トーン
通せる,通せ
アナログ,アナログ
草むしり,草むしり
炎天下,炎天下
つかる,つかる
あやふや,あやふや
束ねる,束ね
金色,金色
会得,会得
熱い,熱
苦み,苦み
土台,土台
おとしめる,おとしめ
商売敵,商売敵
中毒,中毒
伝える,伝えろ
渡す,渡そ
ねんね,ねんね
得る,得よ
退ける,退ける
音信,音信
不通,不通
取り戻す,取り戻せ
達する,達する
突きつける,突きつけ
限る,限り
疑念,疑念
見いだす,見いだし
排す,排し
粗茶,粗茶
金曜,金曜
もったいない,もったいな
無慈悲,無慈悲
待ち遠しい,待ち遠しい
悪評,悪評
送り迎え,送り迎え
不注意,不注意
十中八九,十中八九
のける,のけ
江,江
宿る,宿り
先陣,先陣
沸く,沸か
興味津々,興味津々
はぐれる,はぐれる
放り出す,放り出す
品々,品々
どこぞ,どこぞ
許す,許せ
お作り,お作り
男らしい,男らしく
どる,どり
還元,還元
真心,真心
押さえつける,押さえつけ
育て上げる,育て上げ
仰ぐ,仰ぎ
おける,おける
崩す,崩さ
地盤,地盤
足場,足場
逃れる,逃れる
目指す,目指さ
生きざま,生きざま
別状,別状
なかでも,なかでも
車輪,車輪
改心,改心
不老,不老
迎え入れる,迎え入れる
恐い,恐い
評す,評さ
バーナー,バーナー
奪掠,奪掠
いんする,いんす
ひっくり返す,ひっくり返し
索敵,索敵
前座,前座
拝む,拝ん
ほんなら,ほんなら
解る,解る
を以て,を以て
目論見,目論見
生み出せる,生み出せる
弓矢,弓矢
蜂,蜂
氷結,氷結
されど,されど
立ち入る,立ち入る
まかる,まかり
搬送,搬送
生き血,生き血
査定,査定
最寄り,最寄り
仰ぐ,仰ぐ
聞こえる,聞こえん
吹き飛ぶ,吹き飛び
威光,威光
おる,おれ
左腕,左腕
生前,生前
断つ,断ち
指す,指し
えぐる,えぐり
やむをえる,やむをえ
天譴,天譴
明王,明王
丸出し,丸出し
説く,説い
呪う,呪う
間違う,間違う
拮抗,拮抗
手荒い,手荒い
遅れ,遅れ
踏み越える,踏み越え
むく,むこ
銅,銅
傾く,傾く
景,景
ロ,ロ
当てる,当てよ
くも,くも
装い,装い
集める,集めよ
団地,団地
一命,一命
総代,総代
貢ぐ,貢が
難関,難関
水子,水子
母子,母子
童,童
ツタ,ツタ
形代,形代
付く,付か
襲う,襲え
懇願,懇願
度量,度量
受け持つ,受け持っ
とらえる,とらえ
神主,神主
済ます,済まさ
踏み出せる,踏み出せ
宝物殿,宝物殿
付く,付き
祀る,祀っ
恥じる,恥じる
濃密,濃密
しかける,しかけ
散る,散り
釣れる,釣れる
つまびらか,つまびらか
ことごとく,ことごとく
日本一,日本一
離せる,離せよ
ペイ,ペイ
ろうし,ろうし
ゾクゾク,ゾクゾク
しょげる,しょげ
てんで,てんで
グレート,グレート
望む,望め
注ぐ,注い
とかす,とかし
ひとつひとつ,ひとつひとつ
羽ばたく,羽ばたく
不変,不変
枚数,枚数
赤い,赤き
昨今,昨今
ポリシー,ポリシー
なくなる,なくなら
攻守,攻守
変わる,変わろ
旅路,旅路
保,保
何時,何時
諦める,諦めん
絡まる,絡まっ
抜く,抜こ
惨事,惨事
セーブ,セーブ
更衣,更衣
寒,寒
冷気,冷気
対面,対面
在校生,在校生
輸入,輸入
っ放し,っ放し
ドライヤー,ドライヤー
名残惜しい,名残惜しい
絞る,絞る
配布,配布
かぶる,かぶり
飛び込む,飛び込む
くつろぐ,くつろい
ジャム,ジャム
しし,しし
戻る,戻ん
煮える,煮え
汚い,汚く
過信,過信
みぞおち,みぞおち
脱げる,脱げ
ばれる,ばれる
寄る,寄り
危惧,危惧
模試,模試
気迫,気迫
えいえい,えいえい
闘争,闘争
やっとこ,やっとこ
隣り合わせる,隣り合わせ
名乗,名乗
曲がる,曲がら
臆,臆
じゃじゃ馬,じゃじゃ馬
しのぐ,しのい
分け前,分け前
関節,関節
拾える,拾え
里帰り,里帰り
食らえる,食らえ
しゃしゃり出る,しゃしゃり出
肥料,肥料
踏ん張る,踏ん張り
直る,直り
昔なじみ,昔なじみ
探し出す,探し出す
見ず知らず,見ず知らず
しく,しく
心もとない,心もとない
メカニック,メカニック
見習う,見習わ
首尾,首尾
要る,要り
寝覚め,寝覚め
ひらめく,ひらめい
メンテナンス,メンテナンス
回す,回せ
スペア,スペア
うける,うける
いっぺん,いっぺん
言いふらす,言いふらし
遠方,遠方
粘る,粘っ
元手,元手
身ぐるみ,身ぐるみ
むく,むく
つけ込む,つけ込む
オークション,オークション
屁,屁
単調,単調
やぶる,やぶ
チラッ,チラッ
全容,全容
ウェア,ウェア
ゲームセンター,ゲームセンター
給湯,給湯
メリークリスマス,メリークリスマス
総務,総務
尊,尊
格段,格段
茶色,茶色
やわらかい,やわらか
ねぎらう,ねぎらっ
キャラクター,キャラクター
迷信,迷信
ウド,ウド
創作,創作
薦める,薦め
夜分,夜分
死す,死し
取り合い,取り合い
スピーチ,スピーチ
カタログ,カタログ
終電,終電
酔う,酔い
光合成,光合成
火曜日,火曜日
見守る,見守り
鋭い,鋭く
擬人,擬人
達観,達観
自腹,自腹
かたくな,かたくな
朝帰り,朝帰り
送れる,送れ
張り裂ける,張り裂け
怪しい,怪しかっ
侵害,侵害
つじつま,つじつま
観劇,観劇
気まずい,気まず
配れる,配れ
ほれ込む,ほれ込ん
ひたむき,ひたむき
日付,日付
タイムリミット,タイムリミット
映る,映
研,研
まぶしい,まぶし
怒る,怒ん
ビュッフェ,ビュッフェ
追い込む,追い込ん
追い払う,追い払お
陥る,陥り
なりふり,なりふり
呼びかける,呼びかけ
恥づ,恥ず
市販,市販
付き物,付き物
言質,言質
磨く,磨く
物狂い,物狂い
削る,削ら
後ろ指,後ろ指
奇,奇
ちゃかす,ちゃかさ
かみ合う,かみ合っ
コロコロ,コロコロ
裏切れる,裏切れ
願う,願え
現実味,現実味
さくっと,さくっと
駐車,駐車
短編,短編
ちら,ちら
佳境,佳境
逃す,逃さ
インフルエンザ,インフルエンザ
従事,従事
ご法度,ご法度
山積み,山積み
他界,他界
残り物,残り物
途絶える,途絶え
盗み出す,盗み出す
諦める,諦めれ
感じ取れる,感じ取れる
暗号,暗号
末恐ろしい,末恐ろしい
はめ,はめ
受け入れる,受け入れろ
ズレ,ズレ
手引き,手引き
規律,規律
屈服,屈服
表沙汰,表沙汰
まく,まき
惨殺,惨殺
きな臭い,きな臭い
臭う,臭う
一団,一団
煙幕,煙幕
杞憂,杞憂
怒れる,怒れ
うり二つ,うり二つ
銃口,銃口
優良,優良
ギクシャク,ギクシャク
洗面,洗面
律す,律し
見せつける,見せつける
浴室,浴室
挑む,挑も
ファ,ファ
凶行,凶行
振る,振れ
投てき,投てき
持ち歩ける,持ち歩ける
盗難,盗難
未満,未満
奪い取る,奪い取っ
帳簿,帳簿
的外れ,的外れ
ポスト,ポスト
図々しい,図々しい
ゴホゴホ,ゴホゴホ
くじく,くじく
さして,さして
うなずける,うなずける
アワ,アワ
ほうる,ほうっ
ポーチ,ポーチ
ごろごろ,ごろごろ
曇る,曇っ
般若,般若
恥ずかしながら,恥ずかしながら
バレンタインデー,バレンタインデー
連想,連想
命拾い,命拾い
黒糖,黒糖
紛れ,紛れ
離れる,離れよ
折り返す,折り返し
舌打ち,舌打ち
もやもや,もやもや
大雪,大雪
終点,終点
冷え込む,冷え込む
ミニ,ミニ
ねずみ,ねずみ
集まる,集まれ
刺さる,刺さる
なじむ,なじむ
庇護,庇護
かぼちゃ,かぼちゃ
凝る,凝る
湿布,湿布
全盛期,全盛期
ときめく,ときめい
導き出す,導き出し
血塗る,血塗ら
力持ち,力持ち
戦線,戦線
霊鳥,霊鳥
親鳥,親鳥
貫ける,貫け
おもい,おも
昇級,昇級
かまう,かまえ
満場一致,満場一致
強じん,強じん
たげる,たげ
志す,志す
あらせる,あらせ
緩む,緩む
基づく,基づき
飲み込み,飲み込み
アンパン,アンパン
見越す,見越し
撤去,撤去
統計,統計
増える,増えれ
取り出す,取り出す
受け答え,受け答え
生まれ変われる,生まれ変われる
操れる,操れ
保冷,保冷
打破,打破
画期的,画期的
値上げ,値上げ
押す,押せ
揚げ物,揚げ物
売れ行き,売れ行き
運べる,運べる
流せる,流せ
ボディーガード,ボディーガード
競合,競合
宿る,宿ら
蒸発,蒸発
ビビる,ビビる
打倒,打倒
揚がる,揚がっ
ざまあみろ,ざまあみろ
人使い,人使い
逃げ足,逃げ足
講じる,講じ
引き入れる,引き入れ
いちず,いちず
いやがる,いやがる
すくう,すくわ
要注意,要注意
受け取る,受け取れ
一躍,一躍
ほほ笑む,ほほ笑ま
帰路,帰路
守銭奴,守銭奴
消し飛ぶ,消し飛ぶ
飽きる,飽きる
敷く,敷く
グルメ,グルメ
もも肉,もも肉
おごる,おごり
建て前,建て前
突っ走る,突っ走っ
ふる,ふる
半永久,半永久
ストック,ストック
ぬかす,ぬかし
ここいら,ここいら
サビ,サビ
不慮,不慮
則,則
弱い,弱かっ
思う,思お
模,模
道端,道端
滑る,滑り
諸島,諸島
ふう,ふい
摂理,摂理
考え直す,考え直し
一苦労,一苦労
詰め込む,詰め込ん
からかう,からかい
ビビる,ビビり
荒っぽい,荒っぽい
四方,四方
安,安
サボる,サボれ
焦る,焦ん
ひとっ飛び,ひとっ飛び
船着き場,船着き場
ケジメ,ケジメ
翌朝,翌朝
ケア,ケア
ちょくちょく,ちょくちょく
海沿い,海沿い
ダイヤ,ダイヤ
発令,発令
渡せる,渡せる
通学,通学
拒む,拒ま
やんちゃ,やんちゃ
逐一,逐一
茶髪,茶髪
蓮,蓮
体型,体型
うわべ,うわべ
後ろ向き,後ろ向き
ぐいぐい,ぐいぐい
三角,三角
手厳しい,手厳しい
集まる,集まら
校則,校則
振る舞える,振る舞える
相席,相席
ばく,ばく
原動力,原動力
進学校,進学校
留学生,留学生
勝ち抜く,勝ち抜い
立ち上がれる,立ち上がれ
とおす,とおし
ポーカー,ポーカー
ツルツル,ツルツル
荒廃,荒廃
進軍,進軍
司会,司会
一周,一周
追いつける,追いつける
必至,必至
苦しむ,苦しみ
神経質,神経質
迅速,迅速
地下道,地下道
抜く,抜け
貪欲,貪欲
偽る,偽っ
当てつける,当てつけ
グレー,グレー
いいよる,いいよっ
そよぐ,そよが
伝わる,伝われ
三角形,三角形
はよう,はよう
歩道橋,歩道橋
かねがね,かねがね
いとおしい,いとおしい
きらり,きらり
誓,誓
レス,レス
通告,通告
うたう,うたわ
きみ,きみ
こころ,こころ
廃部,廃部
さばく,さばい
切ない,切ない
ドレッシング,ドレッシング
話し込む,話し込ん
すり抜ける,すり抜け
月収,月収
ユニーク,ユニーク
ウマ,ウマ
店番,店番
広まる,広まる
叩き込む,叩き込む
焼き払う,焼き払う
醜悪,醜悪
たどる,たどる
継ぎ,継ぎ
抑制,抑制
秘匿,秘匿
高次,高次
送り届ける,送り届ける
全額,全額
ゆとり,ゆとり
極まる,極まれ
近接,近接
うえる,うえ
初手,初手
ディス,ディス
吸い込む,吸い込む
発散,発散
気取る,気取ら
鈍る,鈍る
得体,得体
気取る,気取る
回りくどい,回りくどい
療法,療法
五感,五感
黙る,黙り
腐る,腐る
せこ,せこ
呼びつける,呼びつけ
素通り,素通り
越権,越権
過ぎる,過ぎれ
掛け合う,掛け合わ
衝撃波,衝撃波
言い残す,言い残す
薄っぺら,薄っぺら
保有,保有
論理,論理
転変,転変
巌,巌
呪う,呪い
塗,塗
猛毒,猛毒
カタカナ,カタカナ
在籍,在籍
乗っ取る,乗っ取り
振り向く,振り向い
伝え,伝え
幾度,幾度
同性,同性
有す,有し
大きい,大きけれ
大広間,大広間
生い立ち,生い立ち
何分,何分
まく,まく
治す,治そ
